"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"301","cluster10","GO:0036294","cellular response to decreased oxygen levels","11/492","26/20876",6.26146062129188e-12,1.07227513139623e-10,8.40353925489173e-11,"AT1G72360/AT1G14540/AT5G64905/AT1G19250/AT1G26380/AT5G57220/AT5G25250/AT5G57510/AT1G53620/AT1G14550/AT5G26920",11
"302","cluster10","GO:0071453","cellular response to oxygen levels","11/492","26/20876",6.26146062129188e-12,1.07227513139623e-10,8.40353925489173e-11,"AT1G72360/AT1G14540/AT5G64905/AT1G19250/AT1G26380/AT5G57220/AT5G25250/AT5G57510/AT1G53620/AT1G14550/AT5G26920",11
"303","cluster10","GO:0042742","defense response to bacterium","36/492","402/20876",7.73061379304785e-12,1.30064186447945e-10,1.01932746966504e-10,"AT2G24570/AT4G23810/AT5G47220/AT1G51890/AT4G33050/AT2G20610/AT2G04400/AT4G14365/AT3G52400/AT5G40990/AT1G73805/AT1G19250/AT4G39950/AT1G18570/AT3G49110/AT4G39030/AT5G57220/AT2G38470/AT5G22250/AT3G47480/AT3G56710/AT3G11820/AT5G39020/AT3G17700/AT1G02930/AT2G46650/AT5G01540/AT4G31550/AT5G05730/AT3G44260/AT2G30750/AT5G26920/AT2G19190/AT1G80840/AT2G26330/AT3G28930",36
"304","cluster10","GO:0008219","cell death","40/492","496/20876",1.37997806035771e-11,2.28172234462594e-10,1.78821113447442e-10,"AT4G23810/AT1G51890/AT4G33050/AT3G52190/AT3G16770/AT5G64120/AT1G13110/AT3G08720/AT3G09830/AT4G39670/AT4G14365/AT3G52400/AT1G73805/AT1G19250/AT1G18570/AT1G66090/AT3G55470/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT2G41100/AT3G47480/AT2G26530/AT3G11820/AT5G39020/AT3G01290/AT4G25110/AT4G02380/AT3G17700/AT2G18690/AT5G35735/AT5G01540/AT5G10695/AT5G05730/AT1G28190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",40
"305","cluster10","GO:0006865","amino acid transport","28/492","255/20876",1.50568284486323e-11,2.4473726241082e-10,1.91803309764914e-10,"AT2G24570/AT5G15240/AT4G35110/AT2G43620/AT3G52190/AT1G80450/AT1G51620/AT3G52400/AT5G55050/AT4G37900/AT5G06570/AT2G27660/AT1G76930/AT5G53110/AT1G48640/AT3G52450/AT2G39530/AT1G51790/AT1G51850/AT3G11820/AT5G39580/AT2G38870/AT4G22470/AT1G51800/AT3G18250/AT2G44370/AT5G48430/AT2G19190",28
"306","cluster10","GO:0051193","regulation of cofactor metabolic process","25/492","208/20876",2.63894689975933e-11,4.217916794782e-10,3.3056282218038e-10,"AT4G23810/AT4G33050/AT4G14365/AT3G52400/AT5G11920/AT1G73805/AT5G40010/AT1G18570/AT3G43190/AT4G39030/AT2G38470/AT1G49860/AT3G47480/AT3G56710/AT3G11820/AT5G39020/AT5G09290/AT4G04700/AT3G17700/AT3G10040/AT5G05730/AT5G26920/AT2G19190/AT1G80840/AT3G28930",25
"307","cluster10","GO:0015849","organic acid transport","29/492","280/20876",2.73895297982136e-11,4.23654178653013e-10,3.32022483462215e-10,"AT2G24570/AT5G15240/AT4G35110/AT2G43620/AT3G52190/AT1G80450/AT1G51620/AT3G52400/AT5G55050/AT4G37900/AT5G06570/AT2G27660/AT1G76930/AT5G53110/AT1G48640/AT3G52450/AT2G39530/AT1G51790/AT1G51850/AT3G11820/AT5G39580/AT2G38870/AT4G22470/AT1G51800/AT3G18250/AT2G34390/AT2G44370/AT5G48430/AT2G19190",29
"308","cluster10","GO:0046942","carboxylic acid transport","29/492","280/20876",2.73895297982136e-11,4.23654178653013e-10,3.32022483462215e-10,"AT2G24570/AT5G15240/AT4G35110/AT2G43620/AT3G52190/AT1G80450/AT1G51620/AT3G52400/AT5G55050/AT4G37900/AT5G06570/AT2G27660/AT1G76930/AT5G53110/AT1G48640/AT3G52450/AT2G39530/AT1G51790/AT1G51850/AT3G11820/AT5G39580/AT2G38870/AT4G22470/AT1G51800/AT3G18250/AT2G34390/AT2G44370/AT5G48430/AT2G19190",29
"309","cluster10","GO:0009867","jasmonic acid mediated signaling pathway","29/492","286/20876",4.59191478402487e-11,6.88069730918727e-10,5.39247887466079e-10,"AT4G23810/AT5G47220/AT4G33050/AT3G08720/AT4G39670/AT4G14365/AT3G52400/AT1G73805/AT1G18570/AT1G66090/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT3G47480/AT2G26530/AT3G11820/AT5G39020/AT4G02380/AT3G17700/AT5G01540/AT5G05730/AT3G23250/AT1G28190/AT3G09940/AT5G26920/AT2G19190/AT1G80840/AT3G28930",29
"310","cluster10","GO:0071395","cellular response to jasmonic acid stimulus","29/492","286/20876",4.59191478402487e-11,6.88069730918727e-10,5.39247887466079e-10,"AT4G23810/AT5G47220/AT4G33050/AT3G08720/AT4G39670/AT4G14365/AT3G52400/AT1G73805/AT1G18570/AT1G66090/AT4G39030/AT4G18950/AT1G08050/AT2G38470/AT3G47480/AT2G26530/AT3G11820/AT5G39020/AT4G02380/AT3G17700/AT5G01540/AT5G05730/AT3G23250/AT1G28190/AT3G09940/AT5G26920/AT2G19190/AT1G80840/AT3G28930",29
"311","cluster10","GO:0017000","antibiotic biosynthetic process","29/492","288/20876",5.43771828413898e-11,8.02272589921428e-10,6.28749936012184e-10,"AT4G23810/AT4G33050/AT3G09830/AT4G39670/AT4G14365/AT3G52400/AT1G73805/AT1G18570/AT1G66090/AT1G30900/AT4G39830/AT4G39030/AT1G08050/AT2G38470/AT3G47480/AT3G56710/AT1G10340/AT3G11820/AT5G39020/AT2G46400/AT4G39890/AT3G17700/AT5G02490/AT5G05730/AT5G26920/AT2G34940/AT2G19190/AT1G80840/AT3G28930",29
"312","cluster10","GO:0009684","indoleacetic acid biosynthetic process","18/492","109/20876",8.53227143346727e-11,1.23976489465077e-09,9.71617512519239e-10,"AT4G30530/AT5G23010/AT5G19240/AT4G33050/AT1G13110/AT2G20610/AT2G04400/AT4G14880/AT4G39950/AT4G39030/AT4G13770/AT1G51800/AT2G18690/AT3G61440/AT2G46650/AT5G05730/AT5G45480/AT3G19710",18
"313","cluster10","GO:0009683","indoleacetic acid metabolic process","18/492","110/20876",9.98244039947104e-11,1.42882990195414e-09,1.11978985785111e-09,"AT4G30530/AT5G23010/AT5G19240/AT4G33050/AT1G13110/AT2G20610/AT2G04400/AT4G14880/AT4G39950/AT4G39030/AT4G13770/AT1G51800/AT2G18690/AT3G61440/AT2G46650/AT5G05730/AT5G45480/AT3G19710",18
"314","cluster10","GO:0034754","cellular hormone metabolic process","22/492","172/20876",1.23249254163574e-10,1.73817698151275e-09,1.36222859865003e-09,"AT4G30530/AT5G23010/AT5G19240/AT4G33050/AT1G13110/AT2G20610/AT2G04400/AT4G14880/AT4G39950/AT4G39030/AT1G08050/AT3G23630/AT4G13770/AT1G67110/AT1G51800/AT2G18690/AT3G61440/AT2G46650/AT3G49860/AT5G05730/AT5G45480/AT3G19710",22
"315","cluster10","GO:0015711","organic anion transport","29/492","302/20876",1.70237802287348e-10,2.36605873034154e-09,1.8543064963107e-09,"AT2G24570/AT5G15240/AT4G35110/AT2G43620/AT3G52190/AT1G80450/AT1G51620/AT3G52400/AT5G55050/AT4G37900/AT5G06570/AT2G27660/AT1G76930/AT5G53110/AT1G48640/AT3G52450/AT2G39530/AT1G51790/AT1G51850/AT3G11820/AT5G39580/AT2G38870/AT4G22470/AT1G51800/AT3G18250/AT2G34390/AT2G44370/AT5G48430/AT2G19190",29
"316","cluster10","GO:0051606","detection of stimulus","20/492","144/20876",1.94038560226732e-10,2.65832827510623e-09,2.08336138348702e-09,"AT4G23810/AT4G33050/AT4G14640/AT4G14365/AT3G52400/AT1G73805/AT1G18570/AT4G39030/AT2G38470/AT3G47480/AT1G10340/AT3G11820/AT5G39020/AT3G17700/AT5G01540/AT5G05730/AT5G26920/AT2G19190/AT1G80840/AT3G28930",20
"317","cluster10","GO:0043069","negative regulation of programmed cell death","21/492","168/20876",5.02243900892418e-10,6.78382959092717e-09,5.31656256837934e-09,"AT1G51890/AT4G33050/AT3G52190/AT5G64120/AT3G09830/AT4G14365/AT3G52400/AT1G08050/AT2G38470/AT2G41100/AT3G47480/AT3G11820/AT5G39020/AT3G01290/AT4G25110/AT4G02380/AT2G18690/AT5G01540/AT5G10695/AT5G26920/AT1G80840",21
"318","cluster10","GO:0031348","negative regulation of defense response","27/492","277/20876",5.2582115126541e-10,7.00364561199345e-09,5.48883482461261e-09,"AT4G23810/AT4G33050/AT4G39670/AT4G14365/AT3G52400/AT1G73805/AT1G18570/AT1G66090/AT4G39640/AT4G39030/AT1G08050/AT2G38470/AT3G47480/AT3G56710/AT3G11820/AT5G39020/AT4G39890/AT4G02380/AT3G17700/AT5G35735/AT5G01540/AT5G05730/AT3G61190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",27
"319","cluster10","GO:0009851","auxin biosynthetic process","18/492","124/20876",7.57931888571527e-10,9.95694083753554e-09,7.80336508204860e-09,"AT4G30530/AT5G23010/AT5G19240/AT4G33050/AT1G13110/AT2G20610/AT2G04400/AT4G14880/AT4G39950/AT4G39030/AT4G13770/AT1G51800/AT2G18690/AT3G61440/AT2G46650/AT5G05730/AT5G45480/AT3G19710",18
"320","cluster10","GO:0060548","negative regulation of cell death","21/492","172/20876",7.7882531613596e-10,1.00931551104647e-08,7.91011772007219e-09,"AT1G51890/AT4G33050/AT3G52190/AT5G64120/AT3G09830/AT4G14365/AT3G52400/AT1G08050/AT2G38470/AT2G41100/AT3G47480/AT3G11820/AT5G39020/AT3G01290/AT4G25110/AT4G02380/AT2G18690/AT5G01540/AT5G10695/AT5G26920/AT1G80840",21
"321","cluster10","GO:0072593","reactive oxygen species metabolic process","31/492","374/20876",1.52437402671189e-09,1.94916625548894e-08,1.52758323518918e-08,"AT4G23810/AT4G33050/AT1G66200/AT4G14365/AT3G52400/AT5G11920/AT1G73805/AT5G40010/AT1G18570/AT3G49110/AT3G43190/AT4G39030/AT2G38470/AT1G49860/AT3G47480/AT3G56710/AT3G11820/AT5G39020/AT5G09290/AT4G04700/AT3G17700/AT3G61440/AT3G10040/AT5G14920/AT5G05730/AT3G09940/AT5G26920/AT1G77760/AT2G19190/AT1G80840/AT3G28930",31
"322","cluster10","GO:0000165","MAPK cascade","23/492","221/20876",2.89179112022513e-09,3.34242670887362e-08,2.61949692128398e-08,"AT4G23810/AT5G52750/AT4G33050/AT4G14365/AT3G52400/AT1G73805/AT1G18570/AT4G39030/AT1G08050/AT2G38470/AT5G22250/AT3G47480/AT3G56710/AT3G11820/AT5G39020/AT4G02380/AT3G17700/AT5G01540/AT5G05730/AT5G26920/AT2G19190/AT1G80840/AT3G28930",23
"323","cluster10","GO:0023014","signal transduction by protein phosphorylation","23/492","221/20876",2.89179112022513e-09,3.34242670887362e-08,2.61949692128398e-08,"AT4G23810/AT5G52750/AT4G33050/AT4G14365/AT3G52400/AT1G73805/AT1G18570/AT4G39030/AT1G08050/AT2G38470/AT5G22250/AT3G47480/AT3G56710/AT3G11820/AT5G39020/AT4G02380/AT3G17700/AT5G01540/AT5G05730/AT5G26920/AT2G19190/AT1G80840/AT3G28930",23
"324","cluster10","GO:0009692","ethylene metabolic process","17/492","119/20876",2.89281977931711e-09,3.34242670887362e-08,2.61949692128398e-08,"AT5G47220/AT1G12010/AT1G35210/AT2G37430/AT3G09830/AT4G24570/AT2G32140/AT4G16820/AT5G22250/AT3G10930/AT5G37490/AT1G01480/AT1G24140/AT1G61340/AT4G11280/AT3G44260/AT3G55980",17
"325","cluster10","GO:0009693","ethylene biosynthetic process","17/492","119/20876",2.89281977931711e-09,3.34242670887362e-08,2.61949692128398e-08,"AT5G47220/AT1G12010/AT1G35210/AT2G37430/AT3G09830/AT4G24570/AT2G32140/AT4G16820/AT5G22250/AT3G10930/AT5G37490/AT1G01480/AT1G24140/AT1G61340/AT4G11280/AT3G44260/AT3G55980",17
"326","cluster10","GO:0043449","cellular alkene metabolic process","17/492","119/20876",2.89281977931711e-09,3.34242670887362e-08,2.61949692128398e-08,"AT5G47220/AT1G12010/AT1G35210/AT2G37430/AT3G09830/AT4G24570/AT2G32140/AT4G16820/AT5G22250/AT3G10930/AT5G37490/AT1G01480/AT1G24140/AT1G61340/AT4G11280/AT3G44260/AT3G55980",17
"327","cluster10","GO:0043450","alkene biosynthetic process","17/492","119/20876",2.89281977931711e-09,3.34242670887362e-08,2.61949692128398e-08,"AT5G47220/AT1G12010/AT1G35210/AT2G37430/AT3G09830/AT4G24570/AT2G32140/AT4G16820/AT5G22250/AT3G10930/AT5G37490/AT1G01480/AT1G24140/AT1G61340/AT4G11280/AT3G44260/AT3G55980",17
"328","cluster10","GO:1900673","olefin metabolic process","17/492","119/20876",2.89281977931711e-09,3.34242670887362e-08,2.61949692128398e-08,"AT5G47220/AT1G12010/AT1G35210/AT2G37430/AT3G09830/AT4G24570/AT2G32140/AT4G16820/AT5G22250/AT3G10930/AT5G37490/AT1G01480/AT1G24140/AT1G61340/AT4G11280/AT3G44260/AT3G55980",17
"329","cluster10","GO:1900674","olefin biosynthetic process","17/492","119/20876",2.89281977931711e-09,3.34242670887362e-08,2.61949692128398e-08,"AT5G47220/AT1G12010/AT1G35210/AT2G37430/AT3G09830/AT4G24570/AT2G32140/AT4G16820/AT5G22250/AT3G10930/AT5G37490/AT1G01480/AT1G24140/AT1G61340/AT4G11280/AT3G44260/AT3G55980",17
"330","cluster10","GO:0048585","negative regulation of response to stimulus","30/492","367/20876",3.89302772163718e-09,4.44453998220244e-08,3.4832353298859e-08,"AT4G23810/AT3G23150/AT4G33050/AT4G39670/AT4G14365/AT3G52400/AT1G73805/AT1G18570/AT1G66090/AT4G39640/AT5G64750/AT4G39030/AT1G08050/AT2G38470/AT3G47480/AT3G56710/AT3G11820/AT5G39020/AT4G39890/AT5G63980/AT4G02380/AT3G17700/AT5G35735/AT5G01540/AT5G05730/AT3G61190/AT5G26920/AT2G19190/AT1G80840/AT3G28930",30
"331","cluster10","GO:0042743","hydrogen peroxide metabolic process","28/492","334/20876",7.4837100160768e-09,8.44338577107959e-08,6.61717517211001e-08,"AT4G23810/AT4G33050/AT1G66200/AT4G14365/AT3G52400/AT5G11920/AT1G73805/AT5G40010/AT1G18570/AT3G43190/AT4G39030/AT2G38470/AT1G49860/AT3G47480/AT3G56710/AT3G11820/AT5G39020/AT5G09290/AT4G04700/AT3G17700/AT3G61440/AT3G10040/AT5G05730/AT3G09940/AT5G26920/AT2G19190/AT1G80840/AT3G28930",28
"332","cluster10","GO:0009850","auxin metabolic process","18/492","143/20876",7.81893249397391e-09,8.71901890897788e-08,6.8331919225182e-08,"AT4G30530/AT5G23010/AT5G19240/AT4G33050/AT1G13110/AT2G20610/AT2G04400/AT4G14880/AT4G39950/AT4G39030/AT4G13770/AT1G51800/AT2G18690/AT3G61440/AT2G46650/AT5G05730/AT5G45480/AT3G19710",18
"333","cluster10","GO:0031668","cellular response to extracellular stimulus","28/492","349/20876",1.94353175682222e-08,2.14235282160059e-07,1.67898569191901e-07,"AT3G52190/AT4G02270/AT1G13300/AT2G20610/AT2G21045/AT5G43350/AT3G01190/AT4G08850/AT2G32270/AT4G26010/AT4G25350/AT3G56710/AT1G68150/AT5G43370/AT1G29670/AT1G78000/AT4G02380/AT3G62680/AT4G23180/AT3G49620/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT1G16370/AT2G26820/AT4G36250",28
"334","cluster10","GO:0071496","cellular response to external stimulus","28/492","350/20876",2.06696145556634e-08,2.25251822260014e-07,1.76532353980188e-07,"AT3G52190/AT4G02270/AT1G13300/AT2G20610/AT2G21045/AT5G43350/AT3G01190/AT4G08850/AT2G32270/AT4G26010/AT4G25350/AT3G56710/AT1G68150/AT5G43370/AT1G29670/AT1G78000/AT4G02380/AT3G62680/AT4G23180/AT3G49620/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT1G16370/AT2G26820/AT4G36250",28
"335","cluster10","GO:0009991","response to extracellular stimulus","29/492","373/20876",2.167468589198e-08,2.33550828880998e-07,1.83036377609388e-07,"AT3G52190/AT4G02270/AT1G13300/AT2G20610/AT2G21045/AT5G43350/AT3G01190/AT1G05630/AT4G08850/AT2G32270/AT4G26010/AT4G25350/AT3G56710/AT1G68150/AT5G43370/AT1G29670/AT1G78000/AT4G02380/AT3G62680/AT4G23180/AT3G49620/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT1G16370/AT2G26820/AT4G36250",29
"336","cluster10","GO:0009738","abscisic acid-activated signaling pathway","23/492","248/20876",2.59991605522753e-08,2.77035499662578e-07,2.17115796892685e-07,"AT3G54150/AT3G08720/AT4G39670/AT2G40180/AT3G52400/AT5G64890/AT4G17500/AT1G27730/AT5G64750/AT4G18950/AT1G08050/AT5G22250/AT3G11820/AT4G39890/AT5G63980/AT4G02380/AT3G48360/AT5G01540/AT5G05730/AT3G23250/AT1G28190/AT3G09940/AT1G80840",23
"337","cluster10","GO:0043900","regulation of multi-organism process","17/492","146/20876",6.56671949597939e-08,6.92031208422444e-07,5.42352541368338e-07,"AT4G23810/AT1G79860/AT4G33050/AT3G52400/AT1G73805/AT1G18570/AT4G39030/AT2G38470/AT3G11820/AT5G39020/AT3G17700/AT5G05730/AT3G09940/AT5G26920/AT2G19190/AT1G80840/AT3G28930",17
"338","cluster10","GO:0009625","response to insect","10/492","45/20876",7.34736001083e-08,7.65882418520215e-07,6.00230554660483e-07,"AT5G23010/AT4G33050/AT3G52400/AT4G39950/AT1G18570/AT4G39640/AT3G11820/AT5G39020/AT4G13770/AT5G35735",10
"339","cluster10","GO:0071215","cellular response to abscisic acid stimulus","23/492","263/20876",7.70077292229185e-08,7.85642684306158e-07,6.15716894346739e-07,"AT3G54150/AT3G08720/AT4G39670/AT2G40180/AT3G52400/AT5G64890/AT4G17500/AT1G27730/AT5G64750/AT4G18950/AT1G08050/AT5G22250/AT3G11820/AT4G39890/AT5G63980/AT4G02380/AT3G48360/AT5G01540/AT5G05730/AT3G23250/AT1G28190/AT3G09940/AT1G80840",23
"340","cluster10","GO:0097306","cellular response to alcohol","23/492","263/20876",7.70077292229185e-08,7.85642684306158e-07,6.15716894346739e-07,"AT3G54150/AT3G08720/AT4G39670/AT2G40180/AT3G52400/AT5G64890/AT4G17500/AT1G27730/AT5G64750/AT4G18950/AT1G08050/AT5G22250/AT3G11820/AT4G39890/AT5G63980/AT4G02380/AT3G48360/AT5G01540/AT5G05730/AT3G23250/AT1G28190/AT3G09940/AT1G80840",23
"341","cluster10","GO:0034976","response to endoplasmic reticulum stress","27/492","357/20876",1.1724000336109e-07,1.18350698129774e-06,9.27527561216827e-07,"AT4G33050/AT5G42010/AT3G08720/AT1G05300/AT2G04400/AT4G39670/AT4G14365/AT3G52400/AT1G30900/AT3G19930/AT4G39030/AT1G09080/AT1G08050/AT2G29120/AT3G47480/AT3G11820/AT5G62150/AT2G18680/AT3G01290/AT1G24140/AT4G39890/AT4G02380/AT5G02490/AT5G01540/AT5G10695/AT1G72280/AT1G80840",27
"342","cluster10","GO:0009267","cellular response to starvation","24/492","294/20876",1.46812120680301e-07,1.46004927877345e-06,1.14425683007985e-06,"AT3G52190/AT4G02270/AT1G13300/AT2G21045/AT5G43350/AT3G01190/AT4G08850/AT2G32270/AT4G26010/AT4G25350/AT3G56710/AT1G68150/AT5G43370/AT1G78000/AT4G02380/AT3G62680/AT4G23180/AT3G49620/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",24
"343","cluster10","GO:0000041","transition metal ion transport","21/492","231/20876",1.47679645506804e-07,1.46004927877345e-06,1.14425683007985e-06,"AT5G43520/AT4G14630/AT4G02270/AT1G13300/AT3G54040/AT2G21045/AT1G07560/AT3G01190/AT5G06740/AT2G39410/AT2G32270/AT4G26010/AT1G68150/AT1G80830/AT1G78000/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",21
"344","cluster10","GO:0000160","phosphorelay signal transduction system","16/492","138/20876",1.69733342383228e-07,1.66096199332159e-06,1.30171435511949e-06,"AT5G47220/AT3G23150/AT1G72360/AT3G16770/AT5G40990/AT4G17500/AT1G27730/AT1G72520/AT1G23710/AT5G22250/AT3G44260/AT3G55980/AT1G59940/AT3G23250/AT4G17490/AT1G80840",16
"345","cluster10","GO:0048764","trichoblast maturation","25/492","323/20876",2.23729785425081e-07,2.14556864222653e-06,1.68150596624745e-06,"AT5G43520/AT5G47980/AT5G05500/AT3G01730/AT5G57540/AT2G21045/AT1G62980/AT3G01190/AT1G12040/AT1G21210/AT4G30320/AT3G16370/AT2G32270/AT5G43230/AT1G49860/AT3G12540/AT5G22410/AT3G61440/AT3G62680/AT4G40090/AT3G02240/AT3G62720/AT4G27290/AT2G19060/AT5G51310",25
"346","cluster10","GO:0048765","root hair cell differentiation","25/492","323/20876",2.23729785425081e-07,2.14556864222653e-06,1.68150596624745e-06,"AT5G43520/AT5G47980/AT5G05500/AT3G01730/AT5G57540/AT2G21045/AT1G62980/AT3G01190/AT1G12040/AT1G21210/AT4G30320/AT3G16370/AT2G32270/AT5G43230/AT1G49860/AT3G12540/AT5G22410/AT3G61440/AT3G62680/AT4G40090/AT3G02240/AT3G62720/AT4G27290/AT2G19060/AT5G51310",25
"347","cluster10","GO:0048469","cell maturation","25/492","324/20876",2.37210327055346e-07,2.25232379847601e-06,1.76517116745719e-06,"AT5G43520/AT5G47980/AT5G05500/AT3G01730/AT5G57540/AT2G21045/AT1G62980/AT3G01190/AT1G12040/AT1G21210/AT4G30320/AT3G16370/AT2G32270/AT5G43230/AT1G49860/AT3G12540/AT5G22410/AT3G61440/AT3G62680/AT4G40090/AT3G02240/AT3G62720/AT4G27290/AT2G19060/AT5G51310",25
"348","cluster10","GO:0042594","response to starvation","24/492","302/20876",2.4116438391817e-07,2.26741808017182e-06,1.77700072360757e-06,"AT3G52190/AT4G02270/AT1G13300/AT2G21045/AT5G43350/AT3G01190/AT4G08850/AT2G32270/AT4G26010/AT4G25350/AT3G56710/AT1G68150/AT5G43370/AT1G78000/AT4G02380/AT3G62680/AT4G23180/AT3G49620/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",24
"349","cluster10","GO:0009873","ethylene-activated signaling pathway","15/492","125/20876",2.61998627412213e-07,2.4393852785273e-06,1.9117733262373e-06,"AT5G47220/AT3G23150/AT1G72360/AT3G16770/AT5G40990/AT4G17500/AT1G27730/AT1G72520/AT1G23710/AT5G22250/AT3G44260/AT3G55980/AT3G23250/AT4G17490/AT1G80840",15
"350","cluster10","GO:0071369","cellular response to ethylene stimulus","16/492","144/20876",3.06361121924149e-07,2.82500303774287e-06,2.21398624548423e-06,"AT5G47220/AT3G23150/AT1G72360/AT3G16770/AT5G40990/AT4G17500/AT1G27730/AT1G72520/AT1G23710/AT5G22250/AT3G62680/AT3G44260/AT3G55980/AT3G23250/AT4G17490/AT1G80840",16
"351","cluster10","GO:0006569","tryptophan catabolic process","12/492","79/20876",3.1417739001136e-07,2.84241619831032e-06,2.22763313275185e-06,"AT4G30530/AT5G19240/AT4G33050/AT1G13110/AT2G20610/AT2G04400/AT4G39950/AT1G51800/AT2G18690/AT2G46650/AT5G05730/AT5G45480",12
"352","cluster10","GO:0046218","indolalkylamine catabolic process","12/492","79/20876",3.1417739001136e-07,2.84241619831032e-06,2.22763313275185e-06,"AT4G30530/AT5G19240/AT4G33050/AT1G13110/AT2G20610/AT2G04400/AT4G39950/AT1G51800/AT2G18690/AT2G46650/AT5G05730/AT5G45480",12
"353","cluster10","GO:0042436","indole-containing compound catabolic process","12/492","81/20876",4.15788269576694e-07,3.7265509394771e-06,2.9205393455756e-06,"AT4G30530/AT5G19240/AT4G33050/AT1G13110/AT2G20610/AT2G04400/AT4G39950/AT1G51800/AT2G18690/AT2G46650/AT5G05730/AT5G45480",12
"354","cluster10","GO:0031669","cellular response to nutrient levels","24/492","312/20876",4.37194538063638e-07,3.88212557410212e-06,3.04246491401011e-06,"AT3G52190/AT4G02270/AT1G13300/AT2G21045/AT5G43350/AT3G01190/AT4G08850/AT2G32270/AT4G26010/AT4G25350/AT3G56710/AT1G68150/AT5G43370/AT1G78000/AT4G02380/AT3G62680/AT4G23180/AT3G49620/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",24
"355","cluster10","GO:0031667","response to nutrient levels","25/492","335/20876",4.44046481488292e-07,3.90679427291075e-06,3.06179804715249e-06,"AT3G52190/AT4G02270/AT1G13300/AT2G21045/AT5G43350/AT3G01190/AT1G05630/AT4G08850/AT2G32270/AT4G26010/AT4G25350/AT3G56710/AT1G68150/AT5G43370/AT1G78000/AT4G02380/AT3G62680/AT4G23180/AT3G49620/AT3G49860/AT4G15400/AT5G05400/AT1G18970/AT3G23190/AT2G26820",25
"356","cluster10","GO:0009074","aromatic amino acid family catabolic process","12/492","83/20876",5.45622605023479e-07,4.7568370747047e-06,3.72798602858148e-06,"AT4G30530/AT5G19240/AT4G33050/AT1G13110/AT2G20610/AT2G04400/AT4G39950/AT1G51800/AT2G18690/AT2G46650/AT5G05730/AT5G45480",12
"357","cluster10","GO:0071396","cellular response to lipid","26/492","381/20876",1.4279101109446e-06,1.23366287963592e-05,9.66835295604027e-06,"AT1G12010/AT3G54150/AT2G44080/AT3G08720/AT4G39670/AT2G40180/AT3G52400/AT5G64890/AT4G17500/AT1G27730/AT5G64750/AT4G18950/AT1G08050/AT5G22250/AT3G11820/AT4G39890/AT5G63980/AT4G02380/AT3G48360/AT5G01540/AT4G15400/AT5G05730/AT3G23250/AT1G28190/AT3G09940/AT1G80840",26
"358","cluster10","GO:0009646","response to absence of light","8/492","37/20876",1.90301266399872e-06,1.6294545935489e-05,1.2770216561044e-05,"AT4G33050/AT4G14365/AT1G07135/AT5G20230/AT2G41100/AT2G26530/AT3G55980/AT1G80840",8
"359","cluster10","GO:0030968","endoplasmic reticulum unfolded protein response","17/492","185/20876",1.95215502607605e-06,1.65674041593533e-05,1.29840585805151e-05,"AT4G33050/AT5G42010/AT3G08720/AT4G39670/AT4G14365/AT3G52400/AT1G08050/AT3G11820/AT2G18680/AT3G01290/AT1G24140/AT4G39890/AT4G02380/AT5G02490/AT5G01540/AT5G10695/AT1G80840",17
"360","cluster10","GO:0006986","response to unfolded protein","17/492","187/20876",2.26345207983301e-06,1.87125046944815e-05,1.46651976860324e-05,"AT4G33050/AT5G42010/AT3G08720/AT4G39670/AT4G14365/AT3G52400/AT1G08050/AT3G11820/AT2G18680/AT3G01290/AT1G24140/AT4G39890/AT4G02380/AT5G02490/AT5G01540/AT5G10695/AT1G80840",17
"361","cluster10","GO:0034620","cellular response to unfolded protein","17/492","187/20876",2.26345207983301e-06,1.87125046944815e-05,1.46651976860324e-05,"AT4G33050/AT5G42010/AT3G08720/AT4G39670/AT4G14365/AT3G52400/AT1G08050/AT3G11820/AT2G18680/AT3G01290/AT1G24140/AT4G39890/AT4G02380/AT5G02490/AT5G01540/AT5G10695/AT1G80840",17
"362","cluster10","GO:0035967","cellular response to topologically incorrect protein","17/492","187/20876",2.26345207983301e-06,1.87125046944815e-05,1.46651976860324e-05,"AT4G33050/AT5G42010/AT3G08720/AT4G39670/AT4G14365/AT3G52400/AT1G08050/AT3G11820/AT2G18680/AT3G01290/AT1G24140/AT4G39890/AT4G02380/AT5G02490/AT5G01540/AT5G10695/AT1G80840",17
